240.651,236.462,237.883,240.812,252.884,247.011,243.85,241.245,250.996,286.62,308.233,306.608,312.045,252.044,230.264,226.237,220.529,224.237,228.646,233.507,238.571,243.928,260.134,273.612,291.881,300.871,308.755,313.672,319.702,320.578,319.059,320.004,315.531
238.89,237.55,242.207,255.49,255.955,253.895,250.319,270.036,299.025,312.688,321.975,301.169,236.916,218.584,212.655,219.017,223.491,223.323,234.258,240.657,244.608,256.282,274.128,289.958,301.418,310.703,315.098,318.553,326.419,325.541,327.862,325.085,322.422
241.943,243.4,259.075,262.015,267.816,263.221,286.642,311.057,318.683,327.354,239.788,217.367,212.389,209.769,220.934,224.924,219.11,236.242,249.412,252.875,259.992,281.075,296.673,305.506,310.81,317.028,320.506,328.316,329.595,336.337,335.829,339.048,347.838
253.914,256.924,274.35,275.638,281.883,303.83,316.811,328.138,333.049,216.137,209.871,209.658,213.599,216.563,224.108,225.768,234.924,256.316,268.521,287.065,292.413,302.66,312.785,316.045,321.465,324.143,324.888,331.875,332.074,338.41,343.692,349.662,356.557
268.979,278.176,284.102,289.95,321.919,330.397,335.602,335.205,206.864,214.613,213.599,216.094,224.055,219.365,221.762,248.796,262.247,288.619,304.602,296.76,282.029,307.657,316.689,328.138,328.447,327.426,334.372,335.724,339.003,341.644,349.609,356.968,183.41
291.881,299.687,315.157,338.935,341.037,349.386,319.097,206.46,217.21,214.467,212.912,221.205,218.534,229.858,239.652,275.533,315.302,305.74,286.573,317.868,322.826,303.034,346.258,342.167,338.51,338.141,339.065,344.046,345.572,348.436,355.028,184.034,187.883
317.934,342.75,180.175,180.159,181.571,259.213,220.635,223.225,226.815,211.488,216.207,211.354,220.858,248.912,270.055,287.874,315.424,299.938,301.238,241.985,305.841,346.945,188.822,182.482,358.149,351.857,347.047,349.175,349.609,353.669,357.926,180.99,355.848
187.483,196.391,192.953,199.918,224.915,225.725,222.342,240.364,239.47,209.784,200.208,215.841,254.33,256.587,299.278,324.459,328.515,236.174,227.066,183.544,357.498,189.921,191.906,190.675,191.08,359.274,355.522,347.192,349.561,352.403,352.935,353.804,349.485
201.705,194.653,242.801,223.171,215.285,224.913,233.047,249.405,241.861,208.459,195.389,243.331,278.291,331.28,180.231,264.861,207.911,335.874,261.838,222.781,203.398,192.152,193.186,191.062,192.189,186.022,359.358,350.076,348.423,348.758,347.532,348.307,348.054
358.748,240.887,222.081,213.557,216.118,240.39,235.6,242.362,257.459,188.173,203.943,270.258,322.205,340.471,255.9,202.145,316.43,217.364,206.826,241.994,219.736,202.101,200.448,190.563,189.556,185.798,180.741,353.539,349.417,343.56,340.843,338.988,338.612
241.861,219.871,218.287,220.858,245.978,230.364,228.046,200.927,207.329,323.396,269.794,198.939,186.726,269.597,287.377,208.409,214.606,211.786,231.139,235.092,222.098,209.411,202.075,195.133,185.81,188.511,184.735,358.23,350.424,344.049,337.864,329.544,329.278
214.978,216.703,221.222,207.489,222.647,224.573,252.83,328.42,310.298,269.931,220.851,211.963,217.2,222.319,194.305,240.331,247.571,248.6,215.29,241.751,228.255,215.622,207.469,201.207,192.189,190.19,188.115,183.808,352.95,344.668,337.319,328.717,325.161
203.654,210.488,349.57,335.966,324.888,355.045,308.236,309.909,257.915,246.856,222.154,223.688,222.54,218.785,244.85,245.606,262.229,250.671,238.366,237.582,230.701,219.639,214.237,205.907,199.266,190.948,189.062,182.237,354.041,347.897,340.671,333.23,325.818
359.201,316.189,291.218,258.701,272.531,281.659,260.217,251.063,256.304,245.94,236.723,227.813,237.4,232.291,253.705,263.65,248.905,244.636,245.594,235.769,230.634,222.469,212.766,208.894,202.878,196.347,190.262,182.951,357.391,349.147,342.082,332.228,327.392
287.616,271.992,263.402,265.209,246.623,269.969,261.155,247.411,243.469,238.908,241.738,239.39,246.282,258.909,242.142,246.57,246.981,245.257,243.008,249.072,238.043,227.606,220.102,209.925,204.645,200.196,194.302,187.586,180.089,355.209,347.485,344.573,335.653
255.595,231.178,260.536,259,259.05,260.339,258.693,245.411,243.04,253.407,233.551,255.214,250.636,254.211,251.584,255.476,249.219,250.3,246.171,241.738,237.728,232.185,225.693,219.767,209.133,204.91,198.762,191.702,182.52,357.806,355.522,352.502,345.695
253.321,259.696,250.044,250.582,249.072,246.171,242.598,250.993,244.394,241.069,247.738,248.05,245.972,240.528,246.829,251.021,247.697,246.709,247.193,247.697,244.684,237.428,230.963,226.253,217.643,212.423,203.804,196.482,190.47,183.42,359.274,356.833,352.457
261.465,248.774,251.915,255.973,242.234,242.657,246.829,243.467,238.57,243.466,240.497,239.208,243.829,241.961,245.972,246.346,253.314,250.482,249.362,247.062,247.546,238.436,236.361,229.919,220.673,214.777,209.396,203.876,198.261,189.858,184.801,182.062,356.244
262.273,252.198,250.367,255.267,250.427,247.597,238.93,233.892,235.884,239.78,239.829,242.793,241.42,246.304,250.729,249.571,244.73,248.05,252.49,247.485,245.758,236.355,235.804,228.351,226.868,219.763,216.76,212.487,204.382,196.998,190.854,187.248,182.212
254.838,254.755,248.545,246.063,240.398,236.353,237.21,237.506,235.925,238.57,237.866,252.137,251.021,254.532,259.625,246.696,244.73,243.054,240.06,241.353,241.857,235.86,236.364,228.885,229.456,223.87,218.031,214.545,207.503,202.797,199.167,192.83,189.709
251.896,251.328,244.53,240.9,236.563,236.142,233.33,235.05,230.649,236.355,243.469,248.411,250.729,250.367,247.517,245.372,249.362,241.273,245.498,243.903,237.728,242.19,228.348,227.245,228.785,225.074,222.469,218.446,209.844,204.88,199.209,194.398,193.904
246.829,246.597,249.556,239.208,237.564,237.392,240.289,233.007,231.798,233.956,233.804,236.042,256.767,254.211,254.488,250.729,243.04,233.381,234.98,239.609,236.837,239.529,233.196,226.582,228.885,225.08,225.841,221.368,215.262,212.646,200.411,198.962,196.391
242.732,229.883,243.87,239.074,238.036,234.616,234.318,238.489,235.86,232.818,228.689,236.368,250.582,254.069,262.328,251.584,239.93,240.418,242.598,249.048,234.913,235.597,227.931,222.732,222.669,225.914,230.701,229.221,227.646,223.132,217.52,204.116,202.547
248.519,235.86,240.189,231.539,239.718,234.706,233.702,232.818,239.718,230.634,228.903,225.109,253.633,251.591,252.997,247.485,243.481,242.97,251.261,248.411,236.372,247.697,229.973,238.436,226.768,230.272,225.941,224.211,225.089,217.982,210.864,204.914,205.542
254.178,243.054,239.848,230.963,232.1,232.997,233.551,232.986,229.706,225.914,225.095,233.511,248.996,245.268,228.613,245.178,258.962,250.452,250.374,256.227,251.588,263.038,247.012,236.985,233.433,232.955,227.072,230.609,228.777,227.813,227.31,212.799,213.413
251.58,245.981,240.984,232.997,229.052,229.769,223.005,227.365,234.64,235.292,231.418,229.036,236.02,229.973,220.267,237.321,230.4,245.698,241.751,233.631,242.35,244.041,235.73,236.061,232.972,233.196,232.721,239.527,234.672,232.721,224.131,216.229,222.098
249.963,252.611,249.166,239.39,237.645,229.148,228.689,223.644,226.582,238.893,232.721,227.003,227.429,238.366,243.493,226.069,227.646,236.692,240.299,246.282,247.32,244.578,234.173,232.185,228.885,232.5,237.929,237.4,242.899,227.498,234.389,228.003,215.836
239.426,264.085,247.546,242.234,237.095,234.09,229.769,225.841,232.759,235.071,228.991,222.792,239.804,238.196,237.786,243.484,249.309,268.576,249.807,242.033,234.789,239.081,247.826,239.637,243.475,238.16,242.97,231.781,236.368,235.632,232.2,228.903,227.003
