240.36,243.373,229.599,231.688,230.17,237.621,244.965,251.521,247.39,251.87,272.833,292.329,306.299,302.468,274.907,234.848,224.183,217.537,221.002,227.757,233.189,240.274,253.704,270.075,277.401,290.081,302.281,310.076,313.948,316.247,317.837,320.432,317.545
236.646,237.831,233.604,231.72,239.573,257.461,251.172,262.205,257.725,282.975,301.276,308.578,311.54,256.988,221.747,216.337,212.258,218.602,229.339,235.516,244.387,252.301,264.963,274.011,289.776,303.302,311.469,316.76,318.899,318.899,324.226,324.226,317.464
236.217,232.411,236.437,244.666,249.132,264.932,267.766,270.075,291.28,312.616,317.019,317.29,235.36,215.347,216.337,215.541,221.07,221.685,234.57,245.034,245.793,260.804,277.654,290.979,303.27,315.294,321.32,327.453,328.377,331.238,331.74,336.403,337.667
234.902,239.709,243.342,256.448,267.673,278.256,278.984,304,321.104,323.473,322.419,227.499,214.213,215.541,221.773,223.239,216.613,239.788,245.927,247.705,270.145,274.593,293.31,310.002,320.388,327.869,332.418,333.718,342.928,347.031,352.354,351.005,348.786
242.467,261.098,270.074,274.011,281.776,297.465,312.365,328.277,335.355,343.512,225.537,209.998,217.467,220.737,220.343,224.738,245.564,230.389,270.262,304.63,285.984,297.147,314.046,325.941,330.035,333.75,337.195,341.308,343.878,351.907,353.194,354.963,356.313
260.549,268.536,278.077,292.122,314.25,341.082,340.418,350.768,324.573,231.861,215.678,219.859,216.11,217.108,226.789,250.481,255.326,294.522,282.945,289.035,310.332,289.981,315.66,338.136,338.546,342.141,344.099,345.472,353.739,353.512,356.395,357.715,182.69
295.953,311.675,331.209,350.808,181.548,184.13,180.414,243.887,233.894,229.326,234.277,207.967,209.552,228.222,247.398,270.11,282.945,295.806,281.667,278.848,260.557,313.69,329.921,346.953,346.965,345.626,346.578,346.711,354.065,355.235,357.633,359.144,350.078
190.384,196.864,196.827,193.077,192.714,311.659,231.342,234.435,232.649,246.512,234.089,200.479,223.126,256.979,290.405,309.807,308.448,256.714,241.504,240.929,305.314,347.243,357.481,355.234,354.859,352.026,348.356,348.515,352.245,353.475,354.256,350.32,343.122
212.895,196.597,196.515,331.873,232.157,225.634,235.381,231.343,247.132,244.126,211.955,204.61,267.272,304.44,204.22,330.582,284.531,203.14,324.03,350.548,347.303,198.87,188.325,185.241,182.112,358.669,353.817,354.109,352.561,352.855,350.694,346.117,347.474
199.295,185.128,253.394,222.75,232.649,235.684,232.169,244.182,245.569,220.621,346.294,242.198,325.474,347.718,256.199,237.244,328.782,193.014,250.267,238.352,181.995,205.826,195.554,194.514,189.299,183.298,359.523,357.664,349.468,351.385,344.734,341.414,337.619
281.117,257.646,221.16,213.27,227.181,250.807,249.62,220.651,241.809,349.756,291.822,192.451,180.979,211.487,193.014,228.765,204.119,222.109,253.81,226.465,193.767,205.428,198.119,195.598,190.182,187.582,358.111,355.13,352.442,348.763,346.128,337.591,335.824
233.264,213.768,211.509,205.946,232.707,270.245,279.831,190.616,329.666,276.885,226.935,216.041,223.655,194.729,209.325,261.362,257.754,219.714,259.047,228.633,212.583,199.823,196.705,197.865,191.078,181.957,359.478,354.038,349.133,344.255,343.637,337.961,334.13
205.712,358.437,345.583,313.186,275.307,333.823,182.279,272.777,260.82,240.636,221.549,221.391,197.943,206.901,246.545,272.82,233.366,232.375,251.207,228.043,216.204,207.302,199.606,195.134,191.404,190.666,358.705,350.416,350.652,344.271,331.865,329.504,325.559
283.404,297.38,272.928,260.995,276.768,256.4,222.944,253.58,234.342,228.788,212.957,221.204,216.106,248.544,262.034,243.014,239.952,237.49,242.037,230.809,218.559,217.663,209.869,202.199,195.504,192.512,188.044,181.548,351.525,345.346,336.273,327.139,319.935
267.773,258.244,246.404,252.709,254.517,258.414,266.713,257.106,249.506,232.459,218.569,228.194,241.208,238.971,233.281,238.978,241.332,239.994,244.371,235.883,230.227,219.635,215.303,209.29,203.668,196.091,191.078,181.929,354.48,351.574,346.578,338.722,329.42
246.716,248.837,244.267,247.066,255.449,249.506,255.754,245.169,235.426,232.931,239.779,238.978,233.674,244.941,241.731,242.588,244.882,252.511,247.733,242.287,234.167,225.188,219.158,211.35,207.652,201.887,193.86,185.914,180.287,354.143,347.575,341.863,332.912
247.565,242.993,250.081,245.237,246.739,248.094,243.917,239.715,233.593,247.439,238.201,232.514,229.447,239.416,243.105,246.013,245.304,248.426,244.277,240.781,236.423,235.2,226.434,218.569,213.38,209.29,200.826,192.509,185.153,359.323,354.221,351.921,344.723
249.371,239.611,253.811,245.629,239.779,248.259,238.502,240.724,235.311,233.907,225.728,232.453,238.706,247.439,245.411,246.634,242.01,248.61,239.661,240.869,242.327,238.837,234.69,228.296,222.045,218.714,207.302,200.012,189.968,187.717,181.548,355.339,355.536
261.168,243.049,241.548,246.016,244.277,237.371,237.566,230.547,229.447,229.441,233.398,239.946,252.157,258.117,250.395,247.733,257.205,249.6,250.453,248.89,243.822,240.35,238.837,230.665,223.164,218.023,219.503,210.513,202.325,199.131,190.032,184.316,357.607
253.838,252.678,253.17,245.923,230.916,232.251,226.266,229.526,228.369,229.614,244.776,252.421,253.588,248.65,249.01,251.87,256.2,254.85,257.205,248.757,249.058,248.548,240.453,240.855,228.964,223.663,223.587,219.291,212.299,206.335,202.171,193.427,186.319
244.605,245.839,241.67,234.091,235.052,232.105,230.22,233.691,234.482,238.446,238.978,249.022,252.22,255.981,257.582,253.406,248.576,249.497,250.395,252.464,250.753,242.911,235.473,238.294,230.727,230.809,230.921,226.107,219.389,214.03,208.187,204.87,191.801
247.962,245.617,237.75,237.267,237.923,235.052,230.433,229.354,228.447,230.916,235.883,248.504,263.746,259.02,254.452,247.307,245.479,250.753,254.77,263.391,261.594,256.386,250.068,249.222,238.381,234.978,227.772,219.746,216.9,216.036,211.366,202.224,194.124
249.121,243.504,237.681,238.435,245.288,236.417,230.665,228.093,228.447,227.962,227.354,247.454,266.994,253.838,251.87,247.581,250.555,245.923,253.588,253.066,252.935,255.767,249.11,252.464,248.757,241.586,237.589,231.569,225.267,220.92,215.351,213.08,208.122
241.91,242.732,240.869,238.548,238.272,235.516,234.091,230.916,226.501,225.197,228.793,230.428,253.425,251.919,254.388,251.604,247.098,249.826,254.85,257.481,259.506,255.981,250.553,254.087,248.808,245.076,239.175,230.428,228.372,233.865,224.209,219.962,215.755
246.385,241.124,238.983,237.316,236.189,236.637,237.431,236.166,230.362,222.045,222.447,221.695,244.177,252.22,248.259,252.298,249.78,263.263,266.447,269.929,267.699,260.174,254.57,257.745,245.55,243.539,228.043,234.494,236.913,237.269,230.63,229.836,220.394
240.339,240.688,241.041,246.495,233.829,233.466,235.426,232.879,230.809,223.405,221.961,230.085,236.479,239.952,242.512,249.78,246.251,248.044,246.124,253.019,257.359,258.47,253.114,251.963,239.333,238.237,242.993,246.716,246.907,242.091,238.951,230.035,234.494
252.382,248.89,245.552,234.907,232.514,233.079,231.018,238.446,232.393,226.791,219.609,226.043,230.233,241.731,236.147,246.251,245.872,242.037,250.612,259.314,250.553,251.94,249.11,246.45,248.061,249.371,249.78,245.872,242.971,241.648,240.23,235.218,232.689
240.026,256.48,243.092,241.41,233.674,234.12,229.455,228.994,235.244,224.425,219.609,218.546,231.889,234.969,244.074,240.363,252.345,254.659,255.987,247.19,247.897,261.315,248.65,245.006,248.473,250.553,239.952,245.754,249.218,249.658,249.042,239.695,226.306
