16.9156,16.2678,14.5881,11.0424,12.7913,14.8974,11.2977,9.77614,9.20598,13.9419,19.0753,20.7923,19.8888,20.7327,19.1074,16.0292,12.9934,11.9339,10.4373,8.32381,5.06825,1.82833,1.32248,3.74089,6.15143,8.52846,10.4824,12.9025,14.6351,15.2536,15.0113,15.4696,1.77221,
17.5319,14.4527,13.1999,12.4038,11.233,11.499,10.0216,4.68076,9.89613,21.2303,21.8198,22.2774,19.5937,16.6951,14.0125,12.536,12.122,12.1249,9.5218,8.56013,5.85304,1.77069,1.3474,3.24549,5.15872,6.9367,9.41716,12.352,14.5219,15.9458,15.3274,12.7644,13.9029,
14.1233,13.3178,12.6724,11.489,13.7046,10.3828,6.73353,10.3935,21.4647,22.232,26.0607,23.8807,19.3062,18.0772,15.553,13.2047,12.1989,9.17547,10.2654,7.12172,5.55043,2.87994,2.90137,3.90277,5.37419,6.37416,8.77258,11.9682,13.9095,15.204,17.6132,19.0359,6.25806,
14.629,13.8154,12.7085,10.7234,11.8477,12.623,13.9908,16.2367,22.7932,26.9339,26.0833,22.4938,21.4876,19.0276,16.6835,14.7854,11.6713,9.56059,9.14597,6.45958,2.1842,3.1525,4.44794,5.01971,6.02325,7.96468,9.25422,11.6953,13.4458,15.9594,17.2864,18.9384,12.6247,
14.1453,12.8723,11.2199,10.4354,12.3785,11.5402,9.16979,16.6756,25.1044,24.8827,24.6733,22.6999,20.7225,18.1981,15.4321,12.7819,11.8911,9.82404,9.47677,8.74705,4.13357,5.48806,5.49243,5.25688,6.0637,8.20757,9.91641,12.1513,14.3291,16.4812,17.8133,17.879,9.66602,
11.9452,11.1975,10.4951,11.3406,8.1684,11.8826,19.0453,25.0969,24.6082,23.8701,22.416,19.4954,19.4971,17.1263,14.7957,12.1337,10.4765,9.82221,8.91666,6.90449,7.40603,8.3356,9.09714,7.35181,7.15495,8.21784,10.4351,13.3848,16.0447,17.7393,18.9335,18.9705,11.8664,
10.8845,9.16943,10.5008,10.8416,10.1971,15.1194,24.28,27.0986,24.0749,22.6757,19.2524,19.1103,16.6091,14.6357,13.4397,11.2527,9.43237,8.05886,7.70224,6.86629,5.64608,6.2913,7.54147,9.05492,10.5284,11.4021,11.9096,15.4045,17.0129,18.0269,19.3569,19.9607,18.8121,
8.21958,8.94488,8.35538,6.10817,12.3642,16.5223,22.4891,22.0448,21.8442,18.7723,18.0977,16.4267,15.414,14.2033,10.9941,9.12612,7.44759,6.12443,4.71628,3.48775,4.08902,5.82673,7.66314,9.72126,11.2445,12.993,13.6368,15.9207,18.9572,19.8744,19.9199,20.2132,24.3987,
8.74898,6.90193,5.9647,10.5621,10.8622,15.6469,19.0412,19.507,18.3817,17.0656,16.4031,15.8984,15.1239,12.5064,10.7504,7.83229,5.89276,4.97279,3.53817,1.75784,1.17984,5.13525,7.73272,9.37647,11.3219,12.853,14.9685,16.2656,18.6266,20.4796,20.2889,21.003,24.0753,
7.33105,5.91801,10.2145,7.07602,17.2605,18.5484,18.4723,16.8746,17.553,16.8516,17.2762,16.2438,13.429,12.001,9.77693,9.30371,2.25506,5.90988,2.29041,2.11256,3.66973,5.96005,7.90738,10.2927,11.8492,13.5687,15.3332,16.6286,19.4474,23.0048,24.9124,30.4878,30.9175,
9.91641,5.5879,4.91544,16.4281,17.0309,16.2392,16.8496,17.0675,16.1109,16.2786,15.9147,13.975,12.5097,9.04719,12.047,10.673,8.97025,5.72484,4.84511,3.07231,6.37852,9.20696,10.7387,12.0966,13.3338,14.5771,16.2529,17.5438,19.3569,20.765,23.6907,26.4033,31.2936,
