219.821,229.457,204.165,197.991,347,351.66,359.969,341.817,339.335,315.932,313.304,309.186,309.939,318.187,325.536,334.971,341.392,341.907,332.239,327.804,256.108,342.181,337.259,336.102,328.996,328.738,329.998,330.28,327.245,324.802,325.61,319.264,303.88,
237.283,238.398,215.139,199.392,357.195,341.788,354.492,353.575,349.876,339.317,346.533,344.887,342.664,333.3,318.114,321.311,343.121,347.521,338.328,329.538,309.28,197.496,184.425,352.033,348.06,342.816,347.122,344.009,335.763,339.963,335.883,339.242,221.95,
245.855,247.148,226.942,203.448,356.374,343.557,181.654,325.634,351.33,359.982,358.069,356.743,359.978,184.392,195.996,194.436,182.844,352.212,352.739,330.179,292.542,232.074,191.984,187.413,352.516,350.382,350.404,349.674,343.209,343.646,341.906,324.416,292.196,
251.484,252.834,246.762,222.621,204.887,353.864,197.658,347.127,349.568,185.907,183.726,182.034,181.599,192.252,196.139,203.936,209.893,221.127,204.118,255.95,312.605,199.683,207.751,193.304,185.711,356.602,350.17,351.94,353.173,349.904,347.011,345.202,224.085,
256.946,267.288,264.867,236.909,216.797,188.31,202.022,345.904,184.395,186.01,183.282,183.208,184.51,188.893,198.144,207.821,216.504,220.829,243.761,268.703,296.167,308.768,321.387,353.772,351.993,355.554,352.794,351.323,352.583,354.331,348.447,348.447,185.201,
264.575,272.483,281.16,248.25,200.178,186.92,357.585,190.42,186.539,358.788,359.983,180.7,185.403,190.241,197.473,202.806,209.196,224.092,244.619,263.518,280.43,290.574,294.435,312.18,322.007,340.309,349.464,351.242,349.602,348.75,348.755,349.342,219.396,
272.869,285.11,272.265,259.668,240.626,198.698,182.827,184.914,183.686,181.941,354.965,356.697,180.934,187.676,191.8,198.078,203.928,217.123,242.871,272.874,288.304,300.773,306.591,312.37,319.49,321.364,331.633,343.787,346.827,344.245,343.377,348.09,352.45,
312.456,281.825,274.865,244.231,219.09,199.272,183.534,183.646,181.351,357.713,353.244,352.594,184.309,185.71,183.89,185.857,187.136,190.935,206.859,254.993,290.921,312.551,325.267,328.779,329.66,329.998,329.186,335.096,334.899,339.528,341.641,345.503,343.57,
296.258,295.718,232.311,226.779,212.01,196.384,181.26,182.783,359.203,350.613,358.09,184.006,356.893,358.819,357.349,349.876,359.932,342.472,330.118,310.765,334.288,346.827,344.451,343.993,343.66,344.46,341.047,337.352,337.415,339.971,344.025,347.385,346.263,
305.522,222.469,225.205,214.533,201.264,186.045,359.281,182.279,353.617,359.033,354.241,181.001,359.973,353.991,345.493,334.082,203.792,351.703,277.061,245.151,194.629,187.835,186.007,187.422,183.378,181.925,358.318,352.509,349.956,350.122,349.422,346.937,345.137,
246.068,202.405,206.732,201.575,186.421,359.981,356.833,359.978,351.062,349.981,353.483,351.266,349.805,348.378,341.801,349.574,350.432,341.245,324.987,251.915,208.386,196.314,190.512,188.118,186.996,186.053,184.767,180.732,354.593,352.079,352.292,348.924,342.166,
202.586,197.803,192.063,191.825,180.862,352.411,348.272,349.981,351.95,353.228,346.617,340.166,335.511,331.691,314.771,314.702,310.989,288.576,265.051,245.458,230.118,215.848,204.843,196.043,191.287,187.425,186.579,181.986,358.153,353.562,353.448,347.564,346.005,
181.493,359.977,196.314,359.969,351.184,343.961,344.255,344.835,347.157,345.653,338.441,335.162,320.425,311.277,316.649,305.384,300.639,287.332,267.686,255.201,236.027,224.79,213.555,204.692,197.832,191.136,189.913,185.711,183.44,358.301,355.172,350.741,347.348,
182.898,187.956,192.132,346.41,354.755,340.562,337.336,342.474,339.07,336.417,326.166,322.31,319.971,301.727,297.359,284.344,286.751,275.627,264.081,252.496,238.609,228.627,220.04,214.81,206.845,199.755,194.013,189.453,187.26,182.683,358.955,354.316,349.731,
183.89,190.331,357.465,347.895,344.915,338.094,334.716,326.822,322.124,321.481,314.155,309.72,310.193,303.752,292.604,285.48,275.42,265.956,256.812,252.65,246.592,233.867,228.431,220.997,212.558,205.607,199.832,194.597,189.453,184.009,181.146,355.497,352.437,
