11.2585,10.5296,13.9313,14.4173,18.062,17.576,12.2304,10.7725,9.07168,9.07168,9.31466,12.2304,9.55764,7.61379,2.99716,2.10544,0.647553,2.83438,4.53525,2.83438,2.5914,1.61948,0.647553,0.567351,0.567351,2.26822,2.99716,3.96908,7.12783,9.07168,10.0436,10.5296,8.34274,
14.9032,11.2585,13.4453,15.8751,15.1462,13.9313,11.0155,10.2866,7.12783,9.80062,12.9594,11.2585,10.5296,5.66995,4.21206,2.26822,2.26822,2.26822,1.05331,1.86246,1.13351,1.13351,0.161592,0.161592,1.78225,1.53927,2.02524,3.7261,4.21206,5.42697,9.55764,8.58572,10.5296,
13.9313,11.2585,11.0155,13.6883,13.6883,12.9594,12.9594,14.1743,11.7445,8.58572,6.64187,11.7445,9.31466,7.12783,3.48312,3.96908,3.96908,4.69802,3.96908,4.45504,1.05331,1.13351,0.0813891,0.404572,1.29629,0.567351,1.05331,2.26822,3.24014,3.96908,6.64187,6.64187,6.15591,
11.9874,12.2304,11.2585,13.9313,13.4453,11.7445,11.9874,11.2585,9.80062,8.34274,10.7725,10.0436,8.09975,5.18399,3.48312,4.69802,4.941,5.18399,5.42697,6.64187,3.96908,0.810331,0.404572,0.404572,0.32437,0.567351,0.161592,0.404572,1.29629,2.99716,3.24014,3.48312,3.7261,
11.0155,11.2585,11.5015,11.2585,11.0155,11.0155,11.2585,9.55764,9.07168,9.55764,8.09975,7.12783,4.45504,4.45504,3.7261,3.7261,5.66995,7.37081,5.42697,6.39889,5.91293,3.7261,2.99716,0.404572,0.161592,0.404572,0.404572,0.161592,0.32437,1.05331,1.29629,3.48312,5.18399,
9.07168,8.58572,8.58572,9.07168,8.34274,9.31466,9.80062,10.0436,9.31466,7.61379,5.18399,3.7261,3.48312,2.99716,3.7261,3.7261,4.941,4.941,4.69802,5.66995,6.39889,6.15591,2.99716,1.29629,0.32437,0.161592,0.890534,0.161592,0.32437,0.0813891,0.810331,1.29629,2.26822,
7.61379,7.61379,6.88485,5.91293,7.61379,8.58572,7.37081,4.941,4.941,4.21206,2.99716,2.26822,2.99716,2.26822,2.5112,3.48312,4.21206,3.24014,3.7261,4.69802,6.64187,6.39889,6.64187,5.42697,2.99716,0.32437,0.647553,0.161592,0.567351,0.567351,1.53927,2.75418,6.64187,
5.18399,4.21206,3.96908,4.21206,4.941,6.64187,4.21206,3.48312,3.24014,3.24014,1.53927,1.53927,2.99716,2.99716,3.24014,2.75418,2.26822,2.02524,2.02524,2.75418,4.21206,4.69802,5.18399,5.66995,4.69802,4.45504,0.0813891,0.32437,1.29629,2.26822,3.48312,5.66995,11.7445,
2.26822,2.02524,0.0813891,1.29629,4.45504,5.91293,3.96908,2.75418,1.53927,1.05331,0.0813891,1.05331,1.29629,2.02524,2.02524,2.5112,1.05331,0.404572,0.32437,0.810331,2.02524,2.5112,2.75418,2.5112,3.48312,3.24014,2.5112,2.02524,2.75418,3.24014,5.91293,8.09975,10.0436,
0.161592,0.810331,0.647553,2.75418,4.21206,2.5112,2.99716,1.29629,0.161592,0.32437,0.161592,0.647553,0.161592,0.647553,1.3765,0.810331,0.32437,2.99716,0.404572,0.0813891,0.647553,1.61948,0.32437,0.32437,1.29629,2.99716,3.7261,2.75418,3.48312,4.21206,6.64187,10.2866,12.2304,
0.647553,0.567351,1.29629,7.37081,3.96908,1.78225,1.78225,0.0813891,0.404572,1.3765,1.86246,1.61948,3.07736,2.10544,2.34842,3.32034,2.5914,2.5914,1.29629,1.3765,2.34842,3.07736,2.5914,2.10544,1.13351,0.890534,1.53927,2.99716,2.99716,5.42697,7.85677,9.55764,12.7164,
0.32437,5.18399,6.15591,5.66995,2.26822,1.78225,0.0813891,0.647553,0.647553,1.3765,3.32034,3.32034,4.29226,5.26419,5.50717,5.50717,3.07736,4.53525,4.77823,5.02121,4.29226,5.26419,5.02121,4.53525,4.04928,3.07736,1.3765,1.05331,2.99716,3.24014,7.37081,10.0436,12.2304,
2.99716,5.42697,2.5112,3.7261,3.7261,1.13351,1.13351,1.61948,2.34842,2.83438,3.8063,3.32034,5.02121,7.93698,7.93698,6.23611,5.99313,5.75015,6.23611,7.20803,6.47909,5.75015,5.50717,5.50717,5.75015,5.02121,3.32034,0.0813891,1.78225,2.75418,5.66995,7.37081,11.5015,
3.7261,2.5112,2.5112,2.26822,1.3765,2.34842,2.83438,3.56332,5.50717,6.23611,6.72207,5.02121,5.75015,6.96505,9.63784,8.66592,7.694,6.47909,8.17996,7.93698,8.66592,8.17996,7.694,7.20803,6.47909,6.47909,4.77823,2.5914,0.647553,1.78225,4.45504,6.88485,9.55764,
1.05331,3.7261,1.13351,0.32437,1.86246,3.8063,5.50717,5.26419,6.96505,7.93698,9.39486,7.93698,6.96505,7.694,9.39486,10.1238,9.39486,9.63784,9.88082,9.63784,10.3668,9.15188,9.39486,9.15188,7.93698,6.96505,5.75015,4.29226,2.34842,0.567351,2.5112,5.42697,7.61379,
2.5112,2.34842,1.61948,1.86246,4.04928,6.47909,5.75015,5.99313,6.72207,9.39486,11.3387,11.3387,10.8527,9.88082,10.6098,11.3387,11.3387,11.3387,12.0676,12.0676,11.8247,11.5817,11.0957,10.8527,9.15188,8.17996,6.47909,5.26419,3.56332,1.13351,1.53927,3.96908,5.66995,
1.3765,3.07736,3.07736,4.04928,4.53525,6.96505,7.694,5.50717,6.96505,10.1238,11.8247,11.8247,12.3106,11.0957,11.8247,13.0396,13.2826,13.2826,12.7966,12.5536,12.7966,12.3106,12.3106,12.0676,10.8527,9.15188,7.20803,6.47909,5.50717,3.56332,0.0813891,2.02524,3.7261,
2.83438,3.8063,4.77823,4.04928,5.50717,8.66592,8.9089,8.17996,7.45101,10.1238,10.3668,11.0957,13.5255,11.0957,12.3106,13.5255,13.0396,14.2545,13.5255,13.2826,12.7966,13.2826,13.0396,13.7685,12.0676,10.3668,8.42294,7.694,6.96505,5.02121,1.61948,0.810331,2.75418,
4.29226,5.02121,5.75015,5.26419,7.694,8.66592,10.1238,10.8527,9.39486,9.63784,11.5817,13.0396,12.0676,12.0676,13.5255,13.7685,13.2826,14.0115,13.5255,12.3106,13.2826,13.5255,13.0396,13.5255,12.3106,10.8527,9.63784,8.9089,7.45101,5.50717,3.07736,0.404572,1.29629,
